,Date,TOPIX,VIX,Value,Size,JPY_USD
1520,2015/8/31,-0.644240589,-0.469929049,-0.206293865,1.774161071,-0.726803358
1521,2015/9/2,-3.551855032,-0.515466658,1.140726177,-4.074109505,-1.741044259
1522,2015/9/3,0.425431338,-0.504082256,-0.142150053,-0.424666508,-0.227484761
1523,2015/9/4,-1.581825768,-0.538235463,0.595503779,0.170849295,-1.585007197
1524,2015/9/8,-1.476626677,-0.526851061,1.798200246,-0.775868135,1.27047103
1525,2015/9/10,3.198613572,-0.128396977,0.242712816,-0.348318328,1.223659912
1526,2015/9/11,0.006190126,-0.139781379,0.114425193,1.636734348,-0.024636581
1527,2015/9/14,-0.930797191,0.008215852,-0.318545535,1.025948909,-0.929651539
1528,2015/9/15,-0.038162558,-0.128396977,-0.01386243,-0.134543425,0.552700547
1529,2015/9/16,0.495856398,-0.458544646,0.242712816,-1.020182311,0.474682016
1530,2015/9/17,0.93993078,-0.515466658,-0.254401723,0.079231479,0.427870898
1531,2015/9/18,-1.517197787,-0.481313451,-0.911875791,0.857982913,-1.522592373
1532,2015/9/24,-1.853550343,-0.401622634,-0.029898383,0.323545654,-0.617577415
1533,2015/9/25,1.357153218,-0.253625403,0.627575685,-0.042925609,1.551337741
1534,2015/9/28,-0.808526984,0.099291071,-1.312774613,2.140632335,-1.241725662
1535,2015/9/29,-3.369764782,-0.003168551,-0.206293865,1.636734348,-0.180673643
1536,2015/9/30,1.874023072,-0.09424377,0.499288062,0.262467111,-0.040240287
1537,2015/10/1,1.617427786,-0.219472196,-0.751516263,-6.150779996,0.115796774
1538,2015/10/2,0.082844549,-0.344700622,0.082353287,-0.119273789,0.240626424
1539,2015/10/5,0.942623107,-0.481313451,-0.992055556,-0.363587964,0.849170964
1540,2015/10/6,0.573955016,-0.492697853,0.387036392,-0.3788576,-0.305503292
1541,2015/10/7,0.839205433,-0.629310682,1.830272151,-1.188148306,-0.523955178
1542,2015/10/8,-0.618410988,-0.822845523,0.531359968,-0.53155396,-0.055843993
1543,2015/10/9,1.645826902,-0.925305144,0.467216156,-1.142339399,0.552700547
1544,2015/10/13,-0.621227791,-1.073302375,-0.543048875,1.529846896,-0.804821889
1545,2015/10/14,-1.645994144,-1.073302375,-0.494941017,1.010679273,-0.914047832
1546,2015/10/15,0.970048126,-1.039149168,-0.382689346,0.308276018,-1.210518249
1547,2015/10/16,0.72145219,-1.118839985,0.419108298,-2.19594428,1.59814886
1548,2015/10/19,-0.57957587,-1.039149168,-0.366653393,1.346611264,0.022174537
1549,2015/10/20,0.19566788,-1.107455582,0.483252109,-1.081260855,0.599511665
1550,2015/10/21,1.324501495,-1.039149168,0.948294743,-0.668980684,0.162607893
1551,2015/10/22,-0.449356926,-1.050533571,0.050281381,0.506781286,1.083226557
1552,2015/10/23,1.408308096,-1.050533571,-0.334581488,-1.432462482,1.254867324
1553,2015/10/26,0.50461687,-0.822845523,-0.350617441,-0.485745052,-0.758010771
1554,2015/10/27,-0.791388939,-0.834229925,-1.024127462,0.354084926,-0.960858951
1555,2015/10/28,0.166980994,-0.788692316,0.018209476,-0.287239784,0.209419011
1556,2015/10/29,-0.033359467,-0.777307913,-0.751516263,0.552590194,0.895982083
1557,2015/10/30,0.502002654,-1.221299606,-0.783588168,-0.317779056,-0.758010771
1558,2015/11/2,-1.536098762,-1.369296837,0.21064091,6.858949849,0.147004187
1559,2015/11/4,0.623564706,-1.118839985,0.226676863,-1.111800127,1.317282149
1560,2015/11/5,0.675806199,-1.209915204,-0.094042194,-0.22616124,0.349852367
1561,2015/11/6,0.375645102,-1.198530802,-0.158186006,-0.058195245,2.066260045
1562,2015/11/9,1.262278846,-1.09607118,1.060546413,-0.928564495,0.006570831
1563,2015/11/10,-0.099235968,-1.369296837,-0.302509582,-0.30250942,-0.009032875
1564,2015/11/11,0.243397247,-1.198530802,-0.366653393,0.674747282,-0.289899586
1565,2015/11/12,-0.111185889,-1.596984885,-0.655300545,0.186118931,-0.305503292
1566,2015/11/13,-0.391824035,-1.221299606,-0.222329818,0.613668738,-0.258692174
1567,2015/11/16,-0.703576117,-1.312374825,0.226676863,0.399893834,0.880378376
1568,2015/11/17,0.65769052,-1.448987654,0.018209476,0.109770751,0.334248661
1569,2015/11/18,-0.009809439,-1.517294068,-0.446833158,-0.241430876,0.147004187
1570,2015/11/19,0.617287194,-1.483140861,0.162533052,0.033422571,-1.023273776
1571,2015/11/20,0.100568731,-1.084686778,-0.84773198,0.873252549,-0.0714477
1572,2015/11/24,0.098488286,-0.879767535,-0.430797205,0.949600729,-0.601973709
1573,2015/11/25,-0.553569805,-1.198530802,-0.302509582,0.170849295,0.381059779
1574,2015/11/27,-0.039778529,-1.346528033,0.050281381,0.247197475,0.178211599
1575,2015/11/30,-0.695206318,-1.198530802,-0.992055556,1.545116532,0.537096841
1576,2015/12/1,0.985393653,-1.221299606,4.139449366,-4.562737856,-0.367918117
1577,2015/12/2,-0.015112821,-1.175761997,0.034245429,0.369354562,0.927189495
1578,2015/12/3,0.002063126,-1.164377594,0.32289258,-0.042925609,-1.194914543
1579,2015/12/4,-1.38434247,-1.039149168,0.290820675,0.49151165,0.537096841
1580,2015/12/7,0.497641959,-1.164377594,-0.783588168,0.079231479,0.209419011
1581,2015/12/8,-0.807179711,-1.312374825,-0.510976969,0.354084926,-0.47714406
1582,2015/12/9,-0.655924602,-1.346528033,0.483252109,-0.241430876,-2.42760733
1583,2015/12/10,-0.761659521,-1.414834447,0.162533052,-0.348318328,0.068985656
1584,2015/12/11,0.411697458,-1.414834447,-0.414761252,-0.104004153,-0.695595946
1585,2015/12/14,-1.075598307,-1.414834447,-0.446833158,0.842713277,-0.47714406
1586,2015/12/15,-1.273532264,-1.369296837,-0.222329818,0.369354562,1.629356272
1587,2015/12/16,1.837259059,-1.266837216,0.483252109,-1.844742653,0.131400481
1588,2015/12/17,1.120239018,-1.540062873,-0.863767933,0.33881529,1.208056206
1589,2015/12/18,-1.354308279,-1.414834447,-0.462869111,1.010679273,-2.302777681
1590,2015/12/21,-0.31180516,-1.255452814,-0.078006242,-0.501014688,-0.055843993
1591,2015/12/22,0.08314611,-1.483140861,-0.045934336,-0.027655973,-0.211881055
1592,2015/12/24,-0.515350145,-1.323759228,0.964330696,-0.928564495,-1.101292306
1593,2015/12/28,0.243493598,-1.403450045,0.018209476,0.781634733,0.068985656
1594,2015/12/29,0.65684843,-1.278221618,-0.206293865,0.445702742,0.100193068
1595,2015/12/30,0.15877003,-1.107455582,-0.302509582,0.41516347,0.287437542
1596,2016/1/4,-1.861621491,-1.312374825,1.685948575,-0.470475416,-1.881477615
1597,2016/1/5,-0.274401397,-1.323759228,0.435144251,0.277736747,-0.664388534
1598,2016/1/6,-0.818518927,-1.369296837,-0.494941017,0.186118931,-0.601973709
1599,2016/1/7,-1.590189309,-1.346528033,-0.831696027,0.919061457,-1.007670069
1600,2016/1/8,-0.573548073,-1.198530802,0.018209476,-0.592632504,-1.116896013
1601,2016/1/12,-2.399566584,-1.198530802,-0.174221959,-0.439936144,0.677530196
1602,2016/1/13,2.071154489,-1.118839985,-0.334581488,0.109770751,0.552700547
1603,2016/1/14,-1.886413372,-0.299163013,0.691719497,0.308276018,0.05338195
1604,2016/1/15,-0.246741228,-0.902536339,-0.334581488,0.109770751,-1.756647965
1605,2016/1/19,-0.67111488,-0.800076718,-0.174221959,-0.562093232,0.724341315
1606,2016/1/20,-2.834783232,-0.777307913,-0.078006242,0.262467111,-1.522592373
1607,2016/1/21,-2.142201222,-0.697617096,-0.270437676,-0.333048692,1.863411865
1608,2016/1/22,4.015256874,-0.81146112,-0.158186006,-0.317779056,1.707374803
1609,2016/1/25,0.962399947,-0.902536339,-0.895839839,0.72055619,-0.352314411
1610,2016/1/26,-1.781242862,-0.891151937,-1.008091509,0.369354562,-0.009032875
1611,2016/1/27,2.152190419,-0.845614328,0.852079026,-0.256700512,0.521493135
1612,2016/1/28,-0.487808127,-0.652079487,-0.73548031,0.72055619,-0.211881055
1613,2016/1/29,2.076975625,0.19036629,-0.992055556,-0.30250942,3.689045486
1614,2016/2/1,1.543799314,0.850661629,0.595503779,-1.707315929,-0.165069937
1615,2016/2/2,-0.572294815,0.304210314,-1.408990331,-0.134543425,-1.382159017
1616,2016/2/3,-2.412902329,0.304210314,-1.761781294,1.071757817,-3.76952606
1617,2016/2/4,-0.959210246,0.383901131,1.413337376,-1.218687578,-1.460177548
1618,2016/2/5,-1.100232038,0.90758364,0.354964486,0.262467111,0.068985656
1619,2016/2/8,0.589758702,1.214962505,-0.863767933,0.980140001,-1.928288733
1620,2016/2/9,-4.248138295,2.512784377,-0.84773198,0.751095462,-1.257329368
1621,2016/2/10,-2.310236066,2.990929278,-0.527012922,-0.104004153,-1.0856886
1622,2016/2/12,-4.183598885,3.184464118,0.900186884,-0.165082697,-1.41336643
1623,2016/2/16,5.986504849,1.23773131,1.028474507,-2.363910276,1.005208026
1624,2016/2/17,-0.872498909,1.647569796,-0.84773198,0.934331093,0.490285722
1625,2016/2/18,1.623187749,1.1921937,0.691719497,0.048692207,-1.179310837
1626,2016/2/19,-1.137590899,1.419881748,-1.216558896,0.125040387,-1.319744193
1627,2016/2/22,0.440205519,1.328806529,-1.729709388,0.460972378,0.630719078
1628,2016/2/23,-0.53668101,1.055580872,1.04451046,-0.271970148,-1.350951605
1629,2016/2/24,-0.413183817,0.964505652,-0.142150053,0.919061457,-1.226121956
1630,2016/2/25,1.29168611,1.112502883,0.162533052,0.445702742,1.972637808
1631,2016/2/26,0.182466774,1.340190931,-0.270437676,-0.287239784,2.066260045
1632,2016/2/29,-0.795018042,0.47497635,0.226676863,0.766365098,-1.678629434
1633,2016/3/1,0.141155593,0.691279995,6.176015382,-1.737855201,1.660563685
1634,2016/3/2,2.70991319,0.850661629,0.739827355,-1.783664109,-0.383521823
1635,2016/3/3,1.034717848,1.078349676,3.145220288,-1.233957214,-0.399125529
1636,2016/3/4,0.312137565,0.679895593,1.589732858,1.300802356,0.349852367
1637,2016/3/7,-0.760815475,0.543282764,0.916222837,1.087027453,-0.289899586
1638,2016/3/8,-0.808369741,0.611589178,-1.104307226,-0.210891604,-1.585007197
1639,2016/3/9,-0.88415915,1.465419358,-0.992055556,-0.3788576,0.833567258
1640,2016/3/10,1.070437717,1.135271688,-0.286473629,0.674747282,-0.399125529
1641,2016/3/11,0.362939465,1.146656091,0.771899261,0.201388567,1.582545154
1642,2016/3/14,1.091368363,1.101118481,0.595503779,0.384624198,-0.133862524
1643,2016/3/15,-0.455119161,0.850661629,-0.73548031,1.148105997,-1.210518249
1644,2016/3/16,-0.660214515,0.725433202,-1.441062237,0.384624198,1.06762285
1645,2016/3/17,-0.11324409,0.645742386,0.483252109,0.186118931,-3.660300117
1646,2016/3/18,-0.795672052,0.873430433,0.563431874,1.117566725,0.287437542
1647,2016/3/22,1.334388027,0.884814836,-0.543048875,-0.210891604,1.286074737
1648,2016/3/23,-0.34141686,0.987274457,-0.639264592,0.399893834,0.225022718
1649,2016/3/24,-0.554473907,1.158040493,-2.371147504,0.674747282,0.287437542
1650,2016/3/28,1.452047081,1.203578103,1.076582366,-1.524080298,0.98960432
1651,2016/3/29,-0.258732056,1.226346907,-0.831696027,0.598399102,-0.586370003
1652,2016/3/30,-1.189617825,1.214962505,-1.553313907,1.66727362,-0.711199652
1653,2016/3/31,-0.529923151,1.442650553,1.477481188,-0.821677043,-0.0714477
1654,2016/4/1,-2.603336117,0.577435971,-0.62322864,-3.280088434,-1.272933074
1655,2016/4/4,0.045356745,0.600204776,-0.398725299,0.56785983,-0.804821889
1656,2016/4/5,-2.017423196,0.258672704,-1.216558896,-0.806407407,-1.460177548
1657,2016/4/6,-0.065895484,-0.025937355,-0.1261141,-0.180352333,-0.836029302
1658,2016/4/7,0.256969153,0.110675473,-0.84773198,0.262467111,-2.458814743
1659,2016/4/8,0.845335304,0.247288302,-0.094042194,0.079231479,-0.133862524
1660,2016/4/11,-0.487450958,0.315594716,-0.62322864,0.690016918,-0.102655112
1661,2016/4/12,1.099215021,0.258672704,2.59999789,-1.050721583,1.161245087
1662,2016/4/13,1.841838039,0.133444278,0.836043073,-1.111800127,0.693133902
1663,2016/4/14,2.112415937,0.14482868,0.579467827,-1.065991219,-0.009032875
1664,2016/4/15,-0.571402262,0.463591947,-0.23836577,0.262467111,-0.711199652
1665,2016/4/18,-2.319107569,0.224519497,-0.270437676,1.942127067,0.131400481
1666,2016/4/19,2.349127007,0.042369059,0.659647591,-1.081260855,0.427870898
1667,2016/4/20,0.120472741,0.167597485,-0.703408404,-0.501014688,0.849170964
1668,2016/4/21,1.475297513,0.167597485,0.354964486,-0.974373403,-0.27429588
1669,2016/4/22,0.704760535,0.349747923,1.477481188,-1.188148306,3.54861213
1670,2016/4/25,-0.329889168,0.7140488,1.220905942,-0.180352333,-0.88284042
1671,2016/4/26,-0.569736562,0.577435971,-1.473134142,-0.363587964,0.240626424
1672,2016/4/27,-0.42571131,0.759586409,0.32289258,1.51457726,-0.133862524
1673,2016/4/28,-2.419299286,0.349747923,-1.425026284,1.835239615,-4.643333605
1674,2016/5/2,-2.317490339,-0.037321758,-0.815660074,1.453498716,-2.973737046
1675,2016/5/6,-0.123450339,-0.185318989,-0.639264592,0.690016918,1.052019144
1676,2016/5/9,0.446973826,-0.253625403,-0.655300545,0.56785983,2.00384522
1677,2016/5/10,1.561624293,-0.401622634,-0.142150053,-0.149813061,1.348489561
1678,2016/5/11,-0.062966316,-0.401622634,-0.158186006,0.476242014,-1.194914543
1679,2016/5/12,0.135942091,-0.515466658,-0.061970289,-0.271970148,0.66192649
1680,2016/5/13,-0.986074785,-0.424391439,-1.120343179,0.460972378,-0.508351472
1681,2016/5/16,0.052737781,-0.777307913,0.787935214,-1.24922685,0.521493135
1682,2016/5/17,0.765742111,-0.583773073,0.387036392,0.399893834,0.100193068
1683,2016/5/18,0.111290217,-0.492697853,1.269013801,-0.668980684,1.06762285
1684,2016/5/19,-0.130773055,-0.242241001,-0.398725299,0.857982913,0.084589362
1685,2016/5/20,0.350341085,-0.515466658,0.146497099,0.598399102,0.552700547
1686,2016/5/23,-0.291424769,-0.583773073,0.354964486,0.613668738,-1.241725662
1687,2016/5/24,-0.709670411,-0.674848292,-0.254401723,0.506781286,0.974000613
1688,2016/5/25,0.883750531,-0.686232694,0.771899261,-1.020182311,0.334248661
1689,2016/5/26,-0.030065794,-0.652079487,-0.206293865,0.079231479,-0.648784828
1690,2016/5/27,0.360689121,-0.731770304,0.178569005,-0.195621969,0.786756139
1691,2016/5/31,1.599106957,-0.469929049,0.018209476,-0.3788576,0.568304253
